hrv_id,focus_id,hrv_data,hrv_rawdata,timestamp
65,6,72.3,"{'SDNN': 46.8, 'RMSSD': 43.2}",15:31
66,6,76.8,"{'SDNN': 44.1, 'RMSSD': 45.8}",15:32
67,6,78.6,"{'SDNN': 49.4, 'RMSSD': 44.9}",15:33
68,6,79.8,"{'SDNN': 44.8, 'RMSSD': 44.2}",15:34
69,6,75.7,"{'SDNN': 44.1, 'RMSSD': 47.1}",15:35
70,6,79.8,"{'SDNN': 45.0, 'RMSSD': 46.0}",15:36
71,6,74.4,"{'SDNN': 46.1, 'RMSSD': 46.2}",15:37
72,6,80.5,"{'SDNN': 48.7, 'RMSSD': 47.6}",15:38
73,6,75.0,"{'SDNN': 46.2, 'RMSSD': 44.6}",15:39
74,6,77.4,"{'SDNN': 46.1, 'RMSSD': 48.5}",15:40
75,6,80.9,"{'SDNN': 50.7, 'RMSSD': 47.6}",15:41
76,6,75.9,"{'SDNN': 49.4, 'RMSSD': 48.2}",15:42
77,6,76.8,"{'SDNN': 47.1, 'RMSSD': 49.5}",15:43
78,6,81.0,"{'SDNN': 48.8, 'RMSSD': 47.6}",15:44
79,6,81.3,"{'SDNN': 49.6, 'RMSSD': 46.6}",15:45
80,6,80.9,"{'SDNN': 47.7, 'RMSSD': 49.7}",15:46
81,6,81.6,"{'SDNN': 47.5, 'RMSSD': 49.4}",15:47
82,6,80.6,"{'SDNN': 48.7, 'RMSSD': 48.9}",15:48
83,6,78.5,"{'SDNN': 49.2, 'RMSSD': 49.0}",15:49
84,6,79.5,"{'SDNN': 52.1, 'RMSSD': 49.1}",15:50
85,6,78.5,"{'SDNN': 51.4, 'RMSSD': 50.1}",15:51
86,6,84.5,"{'SDNN': 52.2, 'RMSSD': 52.2}",15:52
87,6,82.2,"{'SDNN': 52.9, 'RMSSD': 49.7}",15:53
88,6,81.0,"{'SDNN': 48.9, 'RMSSD': 50.1}",15:54
89,6,81.7,"{'SDNN': 52.6, 'RMSSD': 49.6}",15:55
90,6,85.8,"{'SDNN': 52.2, 'RMSSD': 52.1}",15:56
91,6,79.7,"{'SDNN': 51.5, 'RMSSD': 53.1}",15:57
92,6,83.4,"{'SDNN': 50.4, 'RMSSD': 50.6}",15:58
93,6,83.0,"{'SDNN': 54.4, 'RMSSD': 52.6}",15:59
94,6,84.1,"{'SDNN': 54.4, 'RMSSD': 52.6}",15:60
95,6,79.6,"{'SDNN': 52.0, 'RMSSD': 54.5}",15:61
96,6,86.7,"{'SDNN': 55.5, 'RMSSD': 54.3}",15:62
97,6,87.5,"{'SDNN': 52.6, 'RMSSD': 54.2}",15:63
98,6,84.8,"{'SDNN': 53.4, 'RMSSD': 52.5}",15:64
99,6,86.1,"{'SDNN': 57.0, 'RMSSD': 52.9}",15:65
100,6,63.4,"{'SDNN': 32.7, 'RMSSD': 24.8}",15:66
